perfume_name,description,image,brand,brandid,gender,product_type,character_x,fragrance_family,size,year,concentration,top_note,middle_note,base_note,language,file_format,image_resolution,similar_perfumes
Tous Les Jours Perfume Day 326,"This floral fruity fragrance is designed for both men and women. The amazing composition has a blend of coconut in the top, jasmine in the heart and vanilla in the base, offering you with a unique scent that leaves your soft touch felt wherever you go.
About the brand:
Tous Les Jours is a Saudi brand that offers a wide variety of perfumes under the slogan of brands for every day perfume, and it takes into account the different material capabilities of customers, while maintaining the characteristics of quality and stability in its products, especially With the quality of the fragrance and the shape of the package. As it uses the finest oils imported from the best French and Swiss sources. The marketing department manages more than 244 points of sale throughout the Kingdom of Saudi Arabia alone, and the number increases to new sites and more in new countries every year.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/2000326-tous-les-jours-tous-les-jours-perfume-day-326-1.png,Tous Les Jours,356,Unisex,Perfume,Romantic,Floral,55 ml,2019,Eau de Parfum,"Mandarin orange, coconut, peach, black currant, pink pepper",jasmine,"musk, amber, vanilla, sugar, benzoin",en,png,750x750,"Justin Bieber Justin Bieber's Girlfriend, Giorgio Armani Terra di Gioia EDP, Maison Tahit Vanillade EDP"
Hugo Boss Boss Nuit Pour Femme,"Contemporary aromatic blends of floral extract mixed with sparkling aromatic notes. This new fragrance by Hugo Boss is the perfect companion for a short black dress. It is a perfectly balanced fragrance that complements your personality and surrounds you with enthusiasm and self-confidence while you are ready to enjoy your evenings to the utmost degrees, this perfume is designed to add the finishing touch to your exterior appearance, soaking you with a feminine fragrance before the start of the evening.
About the brand:
Founded in 1925 by Hugo Boss for clothing launching purpose, Hugo Boss is a German luxury fashion house. As of 2016, Hugo Boss has 1,100 retail stores worldwide. Hugo Boss has emerged as probably one of the most famous brands in the manufacturing and selling of fashion products. With a strong emphasis on both masculine and feminine products, you simply cannot help but fall in love with their perfumes.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/u/hugo_boss_boss_nuit_pour_femme_eau_de_parfum_copy.jpg,Hugo Boss,161,Women,Perfume,Feminine,Floral,50 ml,2012,Eau de Parfum,"Peaches, aldehydes","jasmine, violets, white flowers","sandalwood, moss",en,png,750x750,"Givenchy Immortelle Tribal EDP, Lootah Suave EDP, Giorgio Armani Prive Bleu Turquoise"
Montale Day Dreams,"Day Dreams by Montale is a unisex floral, fruity gourmand fragrance. This fragrance was launched in the year 2017. The top notes of the perfume are mandarin, orange, and orange blossom. Heart notes of the fragrance are neroli, tiare flower, and jasmine. The base notes are vanilla, sandalwood, and coconut.
About the brand:
Montale was established in 2003 by Pierre Montale in Paris. Montale creates fragrance from natural ingredients, which makes the fragrance long-lasting. The liquid comes in a special aluminum bottle to protect the fragrance from light. Montale has a variety of fragrances for both men and women.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_montale_perfumes_day_dreams_for_unsex_eau_de_perfum_m0060211b.jpg,Montale,257,Women,Perfume,Romantic,Floral,100 ml,2017,Eau de Parfum,"Orange Blossom, Jasmine, Mandarin","Neroli, Tiare, Sandalwood","Vanilla, Coconut",en,png,750x750,"Arabian Souvenir Gold EDP, Hermes Twilly D'Hermes Charming Twilly Limited Edition, Perfume Co. Velvet Vanilla EDP - 100 ml"
Guerlain La Petite Robe Noire Ma Robe Cocktail,"Guerlain La Petite Robe Noire Ma Robe Cocktail is a quirky floral fragrance for women. The bottle celebrates the iconic cocktail dress. A beautiful, fresh and soft scent, it makes you feel feminine and fresh. Rose, Jasmine and orange blossom are at the floral opening. The heart is lavish with cherry, apple and blackcurrant. White amber and white musk the base unusually deep. The bottle is a gorgeous match of the stunning perfume. Guerlain La Petite Robe Noire Ma Robe Cocktail is a fresh and youthful fragrance. It is effervescent and sweet. On fall and spring nights, it adds a feel of desired warmth. With this terrific fragrance, nothing can stop you.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_guerlain_perfumes_ma_robe_cocktail_for_women_eau_de_toilette.jpg,Guerlain,151,Women,Perfume,Masculine,Leather,100 ml,2014,Eau de Toilette,"Jasmine, Rose, Green Notes","Sour Cherry, Orange Blossom, Apple, Black Currant","Petchouli, Amber Musk",en,png,750x750,"Giorgio Armani Terra di Gioia EDP, Lanvin Marry Me!, Elizabeth Arden Green Tea Exotic"
Chopard Enchanted Midnight Spell,"It is a deep sensuality fragrance. The composition has a harmonious floriental-woody contrast, inspired by scents of glamourous nights. It opens with pear flavor, followed by a floral and powdery heart while the base is classic with patchouli and sandalwood.
About the brand:
Chopard is an emblematic of a natural, positive and responsible parfumery. Chopard places nature, ethics and luxury naturals at the very heart of its fragrance universe. Created by world-class parfumers and crafted from the highest quality ingredients and the most treasured naturals, responsibly sourced from across the world.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3607342689534-chopard-chopard-enchanted-midnight-spell-_w_-edp-75-ml-1.jpg,Chopard,87,Women,Perfume,Sophisticated,Woody Oriental,75 ml,2014,Eau de Parfum,"Raspberry, Pink Pepper, Pear","Sunflower, Jasmine, Heliotrope, Cashmeran","Amber, Sandalwood, Patchouli",en,png,750x750,"Lancome Magie Noire EDT, Chopard Happy Spirit Forever, Chanel Bleu De Chanel EDP"
Tous Les Jours Odor Freshener Bonheur,"Tous Les Jours Odor Freshener Bonheur for women and men is your golden choice for your day with its wonderful notes of bergamot, tangerine, apples and nectarines mixed with base notes of amber, musk and sandalwood.
About the brand:
Tous Les Jours is a Saudi Arabia brand that acquires the best of the best oil resources from around the world especially France and Switzerland. They have more than 244 stores throughout the Kingdom of Saudi Arabia alone, and the number increases to new locations and more in new countries every year",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/2/6285673000371_tous_les_jours_tous_les_jours_-_odor_freshener_bonheur_1.jpg,Tous Les Jours,356,Home,Perfume,Glamorous,Oriental,400 ml,2016,Eau de Parfum,"Mongolia, Gardenia, Valley Lilies, Jasmine Frisia","Amber, Patchouli, Vanilla, Musk, Sandalwood","Vetiver, patchouli, amber Incense , Vanilla, Mexican Chocolate",en,png,750x750,"The Harmonist Royal Earth Refill EDP, Layl Amber Gift Box - 1756 g, The Woods Collection Dancing Leaves EDP"
Lucien Ferrero Maitre Parfumeur Seringa Blanc EDP,"The first spring sun that makes you happy. The brilliant aura of the white May flower blooms in a wave of spring renewal of a soft, innocent and brilliant green.",https://cdn.vesira.com/media/catalog/product/cache/5/image/650x/040ec09b1e35df139433887a97daa66f/l/u/lucien-ferrero-seringa-blanc-eau-de-parfum-100-ml.jpg,RPL,300,Unisex,Perfume,Sensual,Floral,100 ml,2016,Eau de Parfum,"Mint, ginger, cardamom","Nutmeg, Sage, Cedar","Tuberose, Sandalwood, Myrrh, Labdanum, White Musk",en,png,750x750,"Jimmy Choo Blossom Special Edition EDP, Mont Blanc Starwalker, Costume National Homme Parfum EDP"
Jimmy Choo I Want Oud EDP,"An enchanting oriental fragrance of concentrated and intense agarwood extract.
The fragrance floods you with the luxurious scent of oud, which provides you with the elegance and attractiveness you need.
The smell of perfume provides you with prestige and commands appreciation from all present, that way the lights will remain on you all night.
The scent stays around you for hours until the end of your day and it boosts feelings of confidence and attractiveness.
About the brand:
Jimmy Choo is a Malaysian footwear designer based in London. He created his Jimmy Choo brand in 1996 with accessories designer Tamara Mellon in Vogue UK. Jimmy Choo is a new fragrance brand, with the first fragrance released in 2011 and the latest in 2020 His perfumes are distinguished by their boldness and accuracy in choosing ingredients that give a special character to perfumes.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460111935-jc-collection-i-want-oud-edp-125ml.png,Jimmy Choo,177,Unisex,Perfume,Charismatic,Woody,125 ml,2020,Eau de Parfum,Oud,"Rose, Nutmeg","Oud, Benzoin, Myrrh",en,png,750x750,"Jimmy Choo I Want Oud EDP, Wadi Halfa Square Wooden Incense Burner - Decorated With Crystals, Batalat Mubkhara Smart"
Lalique Elegance Animale Noir Premier 1989,"Lalique Elegance Animale Noir Premier 1989 is a woody fragrance for both men and women. A beautiful, natural, soft and cool scent which gives you a unique and an elegant feel. The composition opens with a refreshing peachy tone and a hint of geranium. Saffron occupies the background adding an alluring air. The heart of the fragrance unfolds with rose, elegantly accompanying jasmine. The Gurjum balsamÃ¢â‚¬â„¢s sweet and spicy touch gives way to the animalistic base of leather and sandalwood. This scent can be worn year around and is perfect evening and nighttime occasions.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_lalique_perfumes_elegance_animale_noir_premier_1989_for_unisex_eau_de_perfum.jpg,Lalique,210,Women,Perfume,Romantic,Aromatic,11 ml,2014,Eau de Parfum,"Saffron, Geranium, Peach","Jasmine, Rose, Gurjum","Leather, Sandalwood",en,png,750x750,"J. Del Pozo Mystic Leather Nights, Keba Perfumes Vetiver EDP, Givenchy Immortelle Tribal EDP"
Tous Les Jours Perfume Day 395,"Breathtakingly aromatic notes flowing with elegance and charm, is what what you will get with the distinctive perfume day 395 by Tous Les Jours.
About the brand:
Tous Les Jours in French is a bouquet of authentic and fragrant perfumes made with a passion for love, success, and smile because every day you meet your loved ones in your lively world. We offer you a new inspiration that enriches your world and leaves in the hearts of others an unforgettable impression with a wide range of fragrances that suit every occasion and satisfy your passion for success every day.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/2000395_tous_les_jours_tous_les_jours_-_perfume_day_395_tayamun_1.jpg,Tous Les Jours,356,Unisex,Perfume,Charismatic,Floral Oriental,55 ml,2019,Eau de Parfum,Orange- tangerine- pear,Orange and rose buds,"Cedar, amber, vanilla, frankincense and agarwood",en,png,750x750,"Hermes Un Jardin Sur Le Nil, Van Cleef & Arpels Bois D'Iris, Laurent Mazzone Sensual Orchid"
Alexandre.J Oscent Black,"Oscent Black by Alexandre.J is the woody fragrance for men and women. This oriental perfume was launched in 2012 and has notes of ginger, anise, olibanum, cedar, patchouli, tobacco, white woods, labdanum, vanilla, and musk. The perfume has the power to mesmerize those who wear it and those who feel it.
About the brand:
Alexandre.J is a brand by French perfume maker and artist Alexandre.J, who introduced it in 2012. The brand is known for sculpting various men and women fragrances using high-quality ingredients. All the perfumes stand out due to exemplary craftsmanship of bottles, which are created from fine materials such as crystal, mother of pearl, leather, and wood.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_alexandre.j_perfumes_oscent_black_edp_100_ml_for_men_eau_de_perfum_3760016770416.jpg,Alexandre.J,21,Men,Perfume,Romantic,Oriental,100 ml,2012,Eau de Parfum,"Anise Notes, Ginger","Cedar Wood, Olibanum, Patchouli, White Wood, Tobacco","Musk, Vanilla, Labdanum Cistus",en,png,750x750,"Givenchy Dahlia Noir L'Eau, Affinessence Vanilla Benzoin, Moschino Fresh Couture Gold Gift Set (EDP 100 ml + Body Lotion 100 ml + Shower Gel 100 ml)"
Tous Les Jours Perfume Day 402,"Enhance your self-confidence with Perfume Day 402. It opens up with Bitter Orange melt in Ylang-ylang, and Jasmine, ending on a bed of spicy Pink Pepper, Lily, and Benzoin.
About the brand:
Tous Les Jours is a Saudi brand that offers a wide variety of perfumes under the slogan of brands for every day perfume, and it takes into account the different material capabilities of customers, while maintaining the characteristics of quality and stability in its products, especially With the quality of the fragrance and the shape of the package. As it uses the finest oils imported from the best French and Swiss sources. The marketing department manages more than 244 points of sale throughout the Kingdom of Saudi Arabia alone, and the number increases to new sites and more in new countries every year.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/2000402-tous-les-jours-tous-les-jours-perfume-day-402-1.png,Tous Les Jours,356,Unisex,Perfume,Romantic,Floral,55 ml,2017,Eau de Parfum,"Bitter Orange, Petitgrain","Ylang-ylang, Jasmine, Sambac, Pink Pepper","Lily, Benzoin, Vanilla",en,png,750x750,"Volnay Yapana, Jo Malone Jasmine Sambac & Marigold Intense EDC, Giorgio Armani Armani Prive Rouge Malachite"
Lancome Maison Oud Ambroisie EDP,"The most beautiful, contemporary oriental scent envelopes the most modern fashion trends that you seek.
You are the most beautiful! Do not hesitate to represent this slogan among all those present, with delicious honey scents and luxurious notes of agarwood.
The fragrance blend evokes feelings of luxury and sophistication in your heart and gives you a sense of distinction and difference in all events.
The fragrance is enhanced by the delicateness of the Damask rose, which expresses your delicate romantic sense.
About the brand:
Lancome is a French luxury perfumes and cosmetics house that distributes products internationally. It was founded in 1935 by Guillaume d'Ornano and his business partner Armand Petitjean in France. Lancome is part of the L'OrÃƒÂ©al Luxury Products division, which is the parent company and became part of L'OrÃƒÂ©al in 1964. It offers luxury skincare, fragrances, and makeup that are known for their high quality and higher-end prices.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614270284939-lancome-lancome-maison-oud-ambroisie-_u_-edp-100-ml.png,Lancome,211,Unisex,Perfume,Charismatic,Oud,100 ml,2016,Eau de Parfum,Cedar,"patchouli, damask ros","oud, honey",en,png,750x750,"Wadi Halfa Square Wooden Incense Burner - Decorated With Crystals, Batalat Mubkhara Smart, Batalat Moroccan Normal Oud - 28 g"
Guerlain Insolence EDT,"It's a manifestation of the sensual enchanting seductive purity of your soft soul and pure heart.
The harmony of delicate violet and charming iris fills you with feelings of dreamy romance.
The fragrance contains hints of orange blossom and red berries that add sweetness to the fragrance.
The art of making memories and special moments in your life begins with your special drops of perfume that remain stuck in the mind.
About the brand:
Guerlain is a French perfume, cosmetics and skincare house which is among the oldest in the world. The house was founded in Paris in 1828 by the perfumer Pierre-FranÃƒÂ§ois Pascal Guerlain. It was acquired in 1994 by the LVMH group, a French multinational investment corporation specializing in luxury brands.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3346470143241-guerlain_nsolence_w_edt_75_ml.png,Guerlain,151,Women,Perfume,Romantic,Floral,75 ml,2017,Eau de Toilette,Orange Blossoms,Red Berries,"Iris, Violet",en,png,750x750,"Jul Et Mad Terrasse  St-Germain Extrait de Parfum - 50 ml-1Item 1 of 2
Jul Et Mad Terrasse  St-Germain Extrait de Parfum, Salvatore Ferragamo Incanto Heaven, Xerjoff Join The Club Fatal Charme EDP"
Exuma Parfums Acqua Intense Man EDP,"A luxurious and masculine fragrance that captures the attention of everyone around you.
On bright summer days, enjoy the rays of the sun with rich notes of the sea.
The harmony of the scent of mandarin and tangerine replenishes your energy and boosts the beauty of your look.
The fragrance ends with the pure scent of jasmine and musk that captivates you and takes you on a journey of beauty and sophistication.
About the brand:
Exuma Parfums is a new brand in the world of perfumes that recently emerged in Poland in 2018, and released a group of innovations and fragrant creations with a modern and distinctive character.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/9/5902734847478-exuma-exuma-parum-aqua-intense-100-ml.png,Exuma Parfums,130,Men,Perfume,Sensual,Oriental,100 ml,2018,Eau de Parfum,"Lemon, Mandarin","Peony, Rose, Sea Notes","Jasmine, Musk, Vetiver",en,png,750x750,"Givenchy Gentleman Cologne, Thameen Fragrance The Cora Body Lotion - 100 ml, Guerlain Idylle Love Blossom (Travel Exclusive)"
Chanel Coromandel,"A lively oriental scent, lends you the beauty of its unique aroma, with an amazing blend of dry notes for benzoin and incense, and woody depth, to create for you an oriental fragrance rich in charm and full of contrasts.
About the brand:
Chanel needs no introduction; its high-quality and captivating collections of perfumes and fragrances for men and women are loved in every part of the world. Chanel has excelled in haute couture and ready-to-wear clothes, luxury goods, and fashion accessories. Chanel has also introduced a collection of watches and luxury jewelry.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_chanel_perfumes_coromandel_for_unisex_eau_de_perfum_3145891220902.png,Chanel,84,Women,Perfume,Charismatic,Woody Oriental,75 ml,2017,Eau de Parfum,"Citrus, bitter orange, neroli","jasmine, rose, patchouli, iris","incense, frankincense, benzoin, woods, musk, tahitian vanilla, white chocolate.",en,png,750x750,"Tous Les Jours Perfume Day 45, Al Dakheel Oud Tiffany Tag EDP, Goutal Paris toile d'Une Nuit EDP"
Van Cleef & Arpels Collection Extraordinaire Santal Blanc,"It is a new floral, woody musk fragrance for women and men. It starts with mandarin orange and fig nectar with a floral and woody heart. Tonka bean and musk form the base.
About the brand:
Van Cleef & Arpels is a French luxury jewelry, watch, and perfume company. It was founded in 1896 by Alfred Van Cleef and his father-in-law Salomon Arpels in Paris. Their pieces often feature flowers, animals, and fairies, and have been worn by style icons such as Farah Pahlavi, the Duchess of Windsor, Grace Kelly, Elizabeth Taylor, Eva PerÃƒÂ³n, and Queen Nazli of Egypt.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460108645-van-cleef-van-cleef-_-arpels-collection-extraordinaire-santal-blanc-_u_-edp-75-ml.jpg,Van Cleef & Arpels,366,Women,Perfume,Romantic,Floral,75 ml,2019,Eau de Parfum,"Fig Nectar, Mandarin","Sandalwood, Violet","Benzoin, Musk, Tonka Bean",en,png,750x750,"Brioni Brioni EDP, Stephane Humbert Lucas 777 Panthea Iris EDP, Van Cleef & Arpels California Reverie"
Giorgio Armani Code Absolu,"An oriental, addictive, spicy fragrance for men. It has the highest percentage of essential oils, as well as notes of tonka beans and vanilla, ensuring this scent will last all day and night. The iconic Armani Code bottle, with its elegant shiny black cap and its textured tuxedo belt, is shrouded in gold.
About the brand:
Giorgio Armani translates his sense of fashion and his aesthetic vision into the world of fragrances, make-up, and skincare. Elegance is key, and beauty, simplicity, and quality are delivered through products made from the finest materials, designed to convey a subtle and timeless sophistication.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614272407442_giorgio_armani_code_absolu_edp_110_ml_1.jpg,Giorgio Armani,144,Women,Perfume,Classical,Oriental,110 ml,2019,Eau de Parfum,"Green Mandarin, Cardamom","Orange Blossom, Nutmeg, Carrot Seeds","Tonka Bean, Golden Myrrh, Vanilla",en,png,750x750,"Fendi Fan Di Fendi Leather Essence, Giorgio Armani Armani Code Absolu, Perfume Co. Velvet Vanilla EDP - 100 ml"
Guerlain La Petite Robe Noire Florale Black Perfecto,"This fragrance created by Guerlain. The floral Eau de Toilette celebrates the rose in all its forms. Grass rose water, rose essential oil, and rose absolute are encircled with almond and leather notes. The iconic inverted heart bottle takes on an intensely dark, black look. The white label embroidered roses lend the finishing touch to this couture and fashion style. It is terribly chic and bang on-trend.
About the brand:
Guerlain is a legendary French perfume house with 175 years of the outstanding business founded in 1828, for passion and tradition. Guerlain has always used luxurious and rare materials for their perfumes, such as French vanilla or ylang-ylang from their own plantations in the Comoro Islands. Besides that, Guerlain has been an innovator in the use of synthetic materials: Jicky (1889) was the first perfume to which AimÃƒÂ© Guerlain added a synthetic component, coumarin.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3346470135284-guerlain-guerlain-black-perfecto-by-la-petite-robe-noire-_w_-edt-florale-100-ml-1.jpg,Guerlain,151,Women,Perfume,Romantic,Floral Oriental,100 ml,2017,Eau de Toilette,Rose water,"Roses, Red roses, Almonds","Leather, Black musk, Black tea",en,png,750x750,"Dunhill London Icon Elite, Juicy Couture Dirty English, Jo Malone Dark Amber & Ginger Lily Intense EDC"
Hermes L'Ambre des Merveilles Calligraphie,"It is an oriental vanilla charismatic fragrance for women. It captures aromatic notes of amber, labdanum, vanilla, and patchouli.
About the brand:
Hermes is a French luxury goods house that was founded in 1837 by Thierry Hermes. It focused on equestrian accessories, in the beginning before adding leather handbags, scarves, accessories, and fragrances to its productions.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3346131794997-l_ambre-l_ambre-des-merveilles-calligraphie-_l_-edp-100-ml.jpg,Hermes,158,Women,Perfume,Charismatic,Oriental,100 ml,,Eau de Parfum,"Patchouli, Vanilla",Labdanum,Amber,en,png,750x750,"Calvin Klein Eternity Flame For Men, Thierry Mugler A Men Pure Malt, Robert Graham Valour Blended Essence EDP"
Amouroud Miel Sauvage,"Amouroud's Miel Sauvage evokes a precious harmony between seduction and mystery. This parfume heightens the sense of sensuality when embodying the sense of nostalgia for the ancient east. This parfume is a rich olfactive treasure that anchors the composition of the hypnotic Incense, addictive Wild Honey and Night Blooming Jasmine, which have been magically intertwined. The inclusion of the spellbinding heart of Oud in this fragrance offers unparalleled intensity and longevity. Miel Sauvage is the smell of the beauty of the night rain and the gloomy evening.
About the brand:
Amouroud brand manufactures the fragrances inspired by the custom blending notions for its visionary concepts throughout the past forty-five years, which paid the attention of the parfumer's Workshop. Side by side, the brand focuses on the quality of raw materials and its uniqueness. The characterful, unforgettable oud scent at the heart of each fragrance is highly used in this brand for its unparalleled intensity and longevity.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_amouroud_perfumes_miel_sauvage_for_unisex_eau_de_perfum.jpg,Amouroud,27,Women,Perfume,Romantic,Soft Oriental,100 ml,2016,Eau de Parfum,"Bergamot, Wild honey, Red Pepper","Oud, Jasmine, Sandalwood","Patchouli, Tonka bean, Incense",en,png,750x750,"Versace Dylan Blue Pour Homme, Juliette Has A Gun Musc Invisible EDP, Diesel Spirit Of The Brave EDT"
Hugo Boss Boss Bottled Infinite EDP,"It is a woody aromatic fragrance for elegant men
The fragrance was launched in 2020 with a combination of natural ingredients.
The fragrance keeps you feeling fresh all the time.
The fragrance starts with refreshing notes of apple, cinnamon, and mandarin.
In the middle of the notes wonderful lavender and patchouli with rosemary.
The fragrance ends with aromatic touches of sandalwood and olive tree.
About the brand:
Hugo Boss is a German commercial group founded by German fashion designer Hugo Ferdinand Boss in 1923 specializing in fashion, ready-to-wear, perfumes, and accessories. The sales of the company in 2010 were over 1.3 billion dollars in 124 countries. Hugo Boss was the SSDS black costume designer for the Nazis led by Adolf Hitler, the German clothing designer for World War II during the Second World War, and he also designed fashion for members of his family.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614228220897-hugo-boss-hugo-boss-bottled-infinite-_m_-edp-100-ml.png,Hugo Boss,161,Men,Perfume,Natural,Woody,100 ml,2019,Eau de Parfum,"Apple, Cinnamon, Sage Mandarin, Orange","Lavender, Rosemary, Patchouli","Sandalwood, Olive Tree.",en,png,750x750,"Nicolai Patchouli Intense, Givenchy Immortelle Tribal EDP, Lootah Suave EDP"
Robert Graham Valour Blended Essence EDP,"This fragrance expresses the brave and heroic power in your life.
In a new adventure of your exciting ones, the notes of coffee spread around to boost your feelings of confidence.
The notes of amber are a symbol of charm and confidence, enveloping your soul and get you the attention to feel unique among everyone.
The notes of sage add softness to the fragrance and captivate the hearts of women.
About the brand:
Founded in 2001, Robert Graham built a loyal fashion following over the years. Robert Graham is a new fragrance brand. The earliest edition was created in 2015 and the newest is from 2016.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/5/853469006010-robert-graham-robert-graham-valour-blended-essence-_m_-250-ml_1_1.png,Robert Graham,310,Men,Perfume,Romantic,Woody,250 ml,2016,Eau de Parfum,Coffee,Clary sage,Amber,en,png,750x750,"Chopard Chrono 1000 Miglia, Paris Hilton For Men EDT, Hermes L'Ambre des Merveilles Calligraphie"
Goutal Paris Rose Splendide EDT,"A fragrance of rose and enchanting musk inspired by the beauty of blooming flowers.
The lively and refreshing fragrance exudes a delicious pear aroma that reinvigorates your sense of enthusiasm every day.
The fragrance is enhanced with soft notes of magnolia and vanilla, which makes the scent velvety and attractive, boosting your sensuality and seduction.
Enjoy your beauty and all your romantic dreams and make it an immortal memory that lives in your heart and mind forever.
About the brand:
Goutal Paris is a perfume brand created by Annick Goutal Paris. In 1981, the first boutique opened in Paris and quickly won over the society of connoisseurs and artists. Drawing from nature's rare olfactory combinations, Annick Goutal Paris creates a style of her own that exudes delicacy and radiance. Her first creation, L'Eau d'Hadrien, composed in the eighties, with her latest perfumes in 2020, as a pioneer of Niche Perfumery.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/7/1/711367106624-goutal-rose-splendide-edt-spray-100-ml-w-ng-1.png,Goutal Paris,148,Women,Perfume,Sensual,Floral,100 ml,2010,Eau de Toilette,Vanilla,"Flowers, Orange Blossom","Amber, Moss",en,png,750x750,"Perfume Co. Velvet Vanilla EDP - 100 ml, Hermes L'Ambre des Merveilles Calligraphie, Chopard Happy Spirit Forever"
Lacoste Pour Homme,"This woody aromatic fragrance will bring fun to your everyday life. Feel the confidence and the power with the enticing mix of grapefruit, juniper and vanilla to to attract positive attention and capture the senses.
About the brand:
Lacoste is a French company, established in 1933 by tennis players RenÃƒÂ© Lacoste and AndrÃƒÂ© Gillier. Its green crocodile logo refers to the nickname of RenÃƒÂ© Lacoste, who was nicknamed ""the Crocodile"" by his fans, because of his tenacity on the tennis court. The company is committed to designing products that combine discovery, excellence, and style. It sells parfumes, clothing, leather goods, towels, footwear, sportswear, eyewear, and watches.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lacoste-pour-homme.jpg,Lacoste,209,Men,Perfume,Extravagant,Aromatic,100 ml,2002,Eau de Toilette,"Plum, apple, grapefruit, bergamot","Cinnamon, pink pepper, cardamom, juniper, Rum","Vanilla, sandalwood, musk, labdanum, cedar",en,png,750x750,"The Beautiful Mind Series Volume 1 Intelligence Fantasy, Costume National Homme Parfum EDP, Lucien Ferrero Maitre Parfumeur Seringa Blanc EDP"
IL Profvmo Silvana EDP,"A new adventure of your life that is full of excitement.
A soft floral composition for both men and women delivers a seductive scent to boost your feelings of entertainment.
The notes of iris are wrapped with white musk, taking you to the world of beauty to stay fresh throughout the day.
It's professionally-designed to suit both men and women for all your special days and occasions.
About the brand:
IL Profvmo is an Italian perfume house, founded by cosmetologist Silvana Casoli. It launched its first perfume in 2004, and went on to be amongst the best. It also focuses on splendor and magnificence of nature",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/7/6/7612535003314-il-profvmo-silvana-edp.png,IL Profvmo,162,Unisex,Perfume,Romantic,Floral,100 ml,2017,Eau de Parfum,"Rose, Iris","Pitosporum, Neroli, Petitgrain",White Musk,en,png,750x750,"The Different Company After Midnight Refill - 100 ml, Goutal Paris toile d'Une Nuit EDP, Dior Miss Dior Blooming Bouquet"
